target_conference,player_name,player_slug,source_school,source_school_slug,source_conference,source_level,destination_school,destination_school_slug,first_big_west_season,source_season,source_stat_source,position,height_in,weight_lbs,source_conf_power,source_conf_power_method,destination_conf_power,destination_conf_power_method,conf_power_delta,source_games,source_mpg,source_minutes_share,source_ppg,source_rpg,source_apg,source_spg,source_bpg,source_topg,source_fg_pct,source_fg3_pct,source_ft_pct,source_efg_pct,source_ts_pct,source_three_rate,source_ft_rate,source_per,source_usg_pct,source_ws,source_bpm,source_pts_per_40,source_reb_per_40,source_ast_per_40,source_stl_per_40,source_blk_per_40,source_tov_per_40,big_west_games,big_west_games_started,big_west_mpg,big_west_minutes,big_west_minutes_share,big_west_ppg,big_west_rpg,big_west_apg,big_west_spg,big_west_bpg,big_west_topg,big_west_ts_pct,big_west_per,big_west_usg_pct,big_west_ws,big_west_ws_per_40,big_west_bpm,big_west_porpag,production_score,impact_score,outcome_tier,source_url,outcome_url,target_evanmiya_match_method,target_evanmiya_player_name,target_evanmiya_team,target_evanmiya_rank,target_evanmiya_obpr,target_evanmiya_dbpr,target_evanmiya_bpr,target_evanmiya_poss,target_evanmiya_box_obpr,target_evanmiya_box_dbpr,target_evanmiya_box_bpr,target_evanmiya_adj_team_off_eff,target_evanmiya_adj_team_def_eff,target_evanmiya_adj_team_eff_margin,target_evanmiya_plus_minus,big_west_bpr,big_west_obpr,big_west_dbpr,big_west_bpr_poss
WCC,Juan Sebastian Gorosito,juan sebastian gorosito,Ball State,ball-state,MAC,D1,San Diego,san-diego,2025-26,2024-25,target_conference_common_box,G,6-1,150.0,28.35,exact,35.95,exact,7.600000000000001,31,26.2,0.655,8.9,2.3,1.7,0.9,0.1,1.2,0.414,0.409,0.741,0.577,,,,,,,,13.587786259541986,3.5114503816793894,2.595419847328244,1.3740458015267176,0.1526717557251908,1.83206106870229,32,17,24.3,777.6,0.6075,10.5,2.7,2.2,1.1,0.1,1.3,0.5491631799163179,15.0,22.7,1.7,0.088,1.2,,14.12,63.93501805054152,Target-conference rotation,https://www.sports-reference.com/cbb/players/juan-sebastian-gorosito-1.html,https://www.sports-reference.com/cbb/players/juan-sebastian-gorosito-1.html,missing,,,,,,,,,,,,,,,,,,
WCC,Tim Moore,tim moore,NJIT,njit,AmEast,D1,San Diego,san-diego,2025-26,2024-25,target_conference_common_box,F,6-6,215.0,25.0,exact,35.95,exact,10.950000000000005,30,26.7,0.6675,12.9,6.7,0.2,0.7,1.4,1.2,0.513,0.365,0.783,0.563,,,,,,,,19.325842696629213,10.0374531835206,0.299625468164794,1.0486891385767791,2.0973782771535583,1.797752808988764,31,10,14.9,461.9,0.3725,6.6,2.4,0.3,0.4,0.7,0.5,0.5559299191374663,16.6,22.0,1.2,0.101,-2.8,,9.01,31.155234657039713,Limited target-conference role,https://www.sports-reference.com/cbb/players/tim-moore-3.html,https://www.sports-reference.com/cbb/players/tim-moore-3.html,exact_name_team,Tim Moore,San Diego,2221.0,-0.42,-0.55,-0.97,735.0,-0.95,-0.16,-1.1,103.2,115.0,-11.8,-103.0,-0.97,-0.42,-0.55,735.0
WCC,Toneari Lane,toneari lane,Georgia State,georgia-state,Sun Belt,D1,San Diego,san-diego,2025-26,2024-25,target_conference_common_box,G,6-5,210.0,29.29,exact,35.95,exact,6.660000000000004,33,35.1,0.8775000000000001,13.8,2.9,1.6,0.6,0.1,0.9,0.379,0.353,0.87,0.491,,,,,,,,15.726495726495726,3.304843304843305,1.8233618233618232,0.6837606837606838,0.1139601139601139,1.0256410256410255,33,17,26.8,884.4,0.67,11.3,2.0,0.7,0.6,0.1,0.7,0.6057032590051458,14.0,19.0,2.0,0.092,0.6,,13.330000000000002,66.16425992779783,Target-conference starter/plus rotation,https://www.sports-reference.com/cbb/players/toneari-lane-1.html,https://www.sports-reference.com/cbb/players/toneari-lane-1.html,exact_name_team,Toneari Lane,San Diego,2007.0,2.23,-2.7,-0.47,1441.0,2.27,-1.31,0.95,106.0,117.7,-11.8,-156.0,-0.47,2.23,-2.7,1441.0
WCC,Ty-Laur Johnson,ty laur johnson,Wake Forest,wake-forest,ACC,D1,San Diego,san-diego,2025-26,2024-25,target_conference_common_box,G,6-0,160.0,40.65,exact,35.95,exact,-4.699999999999996,29,23.5,0.5875,6.1,1.9,2.7,1.5,0.3,2.3,0.35,0.241,0.831,0.393,,,,,,,,10.382978723404255,3.234042553191489,4.595744680851064,2.5531914893617023,0.5106382978723404,3.914893617021277,23,21,28.0,644.0,0.7,14.6,2.7,4.3,2.3,0.3,2.9,0.5317599067599068,18.5,30.2,1.5,0.093,1.3,,19.87,72.82490974729242,Target-conference starter/plus rotation,https://www.sports-reference.com/cbb/players/ty-laur-johnson-2.html,https://www.sports-reference.com/cbb/players/ty-laur-johnson-2.html,exact_name_team,Ty-Laur Johnson,San Diego,1142.0,0.52,0.97,1.49,1130.0,1.39,1.45,2.84,101.9,113.0,-11.0,-119.0,1.49,0.52,0.97,1130.0
WCC,Marcus Williams,marcus williams,Texas A&M,texas-a-m,SEC,D1,San Francisco,san-francisco,2022-23,2021-22,target_conference_common_box,G,6-2,180.0,43.14,exact,36.74,exact,-6.399999999999999,27,24.5,0.6125,7.9,2.2,3.4,1.3,0.1,2.7,0.362,0.283,0.61,0.425,,,,,,,,12.89795918367347,3.5918367346938775,5.551020408163265,2.122448979591837,0.1632653061224489,4.408163265306122,34,2,25.5,867.0,0.6375,7.8,3.2,2.8,0.9,0.1,1.7,0.529891304347826,12.2,17.7,1.9,0.089,0.4,,11.85,61.79602888086643,Target-conference rotation,https://www.sports-reference.com/cbb/players/marcus-williams-24.html,https://www.sports-reference.com/cbb/players/marcus-williams-24.html,exact_name_team,Marcus Williams,San Francisco,764.0,1.83,0.47,2.3,1498.0,1.22,0.49,1.71,111.3,97.6,13.7,95.0,2.3,1.83,0.47,1498.0
WCC,Saba Gigiberia,saba gigiberia,Georgia Tech,georgia-tech,ACC,D1,San Francisco,san-francisco,2022-23,2021-22,target_conference_common_box,F,7-1,250.0,41.67,exact,36.74,exact,-4.93,15,7.9,0.1975,2.5,2.3,0.7,0.3,0.4,0.7,0.485,0.0,0.6,0.485,,,,,,,,12.658227848101266,11.645569620253164,3.5443037974683542,1.5189873417721518,2.0253164556962022,3.5443037974683542,31,12,9.9,306.90000000000003,0.2475,4.3,3.3,0.6,0.5,0.6,1.4,0.5295566502463055,18.2,27.3,0.7,0.092,-0.2,,7.099999999999999,29.530685920577618,Limited target-conference role,https://www.sports-reference.com/cbb/players/saba-gigiberia-1.html,https://www.sports-reference.com/cbb/players/saba-gigiberia-1.html,exact_name_team,Saba Gigiberia,San Francisco,1092.0,-1.25,2.65,1.41,530.0,-1.72,1.49,-0.23,106.2,87.6,18.6,51.0,1.41,-1.25,2.65,530.0
WCC,Toni Rocak,toni rocak,UC San Diego,uc-san-diego,Big West,D1,San Francisco,san-francisco,2022-23,2021-22,target_conference_common_box,F,6-8,220.0,28.77,exact,36.74,exact,7.970000000000002,27,26.9,0.6725,15.2,6.5,2.0,1.1,0.6,3.8,0.465,0.25,0.671,0.48,,,,,,,,22.602230483271377,9.66542750929368,2.9739776951672865,1.6356877323420076,0.892193308550186,5.650557620817844,18,1,8.5,153.0,0.2125,2.3,1.6,0.6,0.4,0.2,1.2,0.4471228615863141,6.5,22.6,-0.1,-0.016,-4.4,,3.66,7.635379061371841,Limited target-conference role,https://www.sports-reference.com/cbb/players/toni-rocak-1.html,https://www.sports-reference.com/cbb/players/toni-rocak-1.html,missing,,,,,,,,,,,,,,,,,,
WCC,Tyrell Roberts,tyrell roberts,Washington State,washington-state,Pac-12,D1,San Francisco,san-francisco,2022-23,2021-22,target_conference_common_box,G,5-11,170.0,40.79,exact,36.74,exact,-4.049999999999997,36,29.3,0.7325,11.4,2.6,2.0,0.7,0.0,1.5,0.355,0.344,0.925,0.46,,,,,,,,15.563139931740611,3.5494880546075085,2.73037542662116,0.955631399317406,0.0,2.04778156996587,34,34,35.5,1207.0,0.8875,16.2,3.3,2.3,1.2,0.1,1.5,0.6061059563005088,18.3,21.1,4.5,0.149,4.4,,20.28,95.9927797833935,Target-conference impact starter,https://www.sports-reference.com/cbb/players/tyrell-roberts-1.html,https://www.sports-reference.com/cbb/players/tyrell-roberts-1.html,exact_name_team,Tyrell Roberts,San Francisco,380.0,3.57,0.21,3.78,2062.0,3.5,0.31,3.81,108.9,97.7,11.2,75.0,3.78,3.57,0.21,2062.0
WCC,Jonathan Mogbo,jonathan mogbo,Missouri State,missouri-state,MVC,D1,San Francisco,san-francisco,2023-24,2022-23,target_conference_common_box,F,6-8,225.0,31.81,exact,34.66,exact,2.849999999999998,30,24.4,0.61,8.0,7.0,1.4,1.3,1.1,1.7,0.589,0.0,0.432,0.589,,,,,,,,13.114754098360656,11.475409836065577,2.295081967213115,2.1311475409836067,1.8032786885245904,2.7868852459016393,34,34,28.9,982.6,0.7224999999999999,14.2,10.1,3.6,1.6,0.8,1.8,0.6535346097201766,31.2,22.7,6.9,0.283,11.1,,24.57,92.56317689530684,Target-conference impact starter,https://www.sports-reference.com/cbb/players/jonathan-mogbo-1.html,https://www.sports-reference.com/cbb/players/jonathan-mogbo-1.html,exact_name_team,Jonathan Mogbo,San Francisco,16.0,5.23,3.23,8.46,1650.0,5.82,2.5,8.31,116.7,91.9,24.8,298.0,8.46,5.23,3.23,1650.0
WCC,Malik Thomas,malik thomas,Southern California,southern-california,Pac-12,D1,San Francisco,san-francisco,2023-24,2022-23,target_conference_common_box,G,6-4,190.0,40.74,exact,34.66,exact,-6.080000000000005,27,8.1,0.2024999999999999,2.4,1.0,0.3,0.4,0.0,0.5,0.365,0.263,0.737,0.405,,,,,,,,11.851851851851851,4.938271604938272,1.4814814814814816,1.9753086419753088,0.0,2.469135802469136,33,21,23.2,765.6,0.58,12.4,2.7,0.5,0.8,0.0,0.9,0.609996064541519,19.3,24.7,3.5,0.183,2.6,,14.750000000000002,73.78158844765343,Target-conference starter/plus rotation,https://www.sports-reference.com/cbb/players/malik-thomas-2.html,https://www.sports-reference.com/cbb/players/malik-thomas-2.html,exact_name_team,Malik Thomas,San Francisco,709.0,2.36,0.21,2.57,1254.0,2.42,-0.48,1.94,115.6,92.9,22.7,222.0,2.57,2.36,0.21,1254.0
WCC,Mike Sharavjamts,mike sharavjamts,Dayton,dayton,A-10,D1,San Francisco,san-francisco,2023-24,2022-23,target_conference_common_box,F,6-8,180.0,34.48,exact,34.66,exact,0.1799999999999997,32,23.1,0.5775,5.6,1.9,2.6,0.4,0.3,1.5,0.388,0.315,0.677,0.476,,,,,,,,9.696969696969695,3.2900432900432897,4.502164502164502,0.6926406926406926,0.5194805194805194,2.5974025974025974,34,34,25.0,850.0,0.625,7.7,3.0,2.7,0.9,0.4,1.4,0.5392156862745098,13.3,17.8,2.6,0.123,2.4,,11.900000000000002,70.11732851985559,Target-conference starter/plus rotation,https://www.sports-reference.com/cbb/players/mike-sharavjamts-1.html,https://www.sports-reference.com/cbb/players/mike-sharavjamts-1.html,exact_name_team,Mike Sharavjamts,San Francisco,663.0,1.29,1.43,2.72,1408.0,1.22,0.85,2.07,113.0,93.1,20.0,199.0,2.72,1.29,1.43,1408.0
WCC,Robby Beasley,robby beasley,UC Davis,uc-davis,Big West,D1,San Francisco,san-francisco,2023-24,2022-23,target_conference_common_box,G,6-3,190.0,29.79,exact,34.66,exact,4.869999999999997,24,27.1,0.6775,9.4,3.0,1.2,0.7,0.1,1.1,0.42,0.424,0.725,0.54,,,,,,,,13.874538745387452,4.428044280442804,1.7712177121771218,1.033210332103321,0.1476014760147601,1.6236162361623616,17,0,10.1,171.7,0.2525,3.2,1.2,0.3,0.2,0.0,0.3,0.6182380216383307,11.3,14.9,0.5,0.124,-0.6,,4.239999999999999,24.061371841155232,Limited target-conference role,https://www.sports-reference.com/cbb/players/robby-beasley-1.html,https://www.sports-reference.com/cbb/players/robby-beasley-1.html,missing,,,,,,,,,,,,,,,,,,
WCC,Stefan Todorovic,stefan todorovic,SMU,smu,AAC,D1,San Francisco,san-francisco,2023-24,2022-23,target_conference_common_box,F,6-8,190.0,38.14,exact,34.66,exact,-3.480000000000004,31,16.6,0.415,5.5,2.4,0.4,0.5,0.2,0.6,0.352,0.316,0.822,0.459,,,,,,,,13.25301204819277,5.783132530120481,0.9638554216867468,1.2048192771084336,0.4819277108433734,1.4457831325301205,22,4,9.7,213.4,0.2425,3.8,1.5,0.4,0.3,0.0,0.4,0.5349099099099098,14.1,21.0,0.7,0.127,-2.0,,5.14,21.96750902527076,Limited target-conference role,https://www.sports-reference.com/cbb/players/stefan-todorovic-1.html,https://www.sports-reference.com/cbb/players/stefan-todorovic-1.html,missing,,,,,,,,,,,,,,,,,,
WCC,Carlton Linguard,carlton linguard,UTSA,utsa,AAC,D1,San Francisco,san-francisco,2024-25,2023-24,target_conference_common_box,F,6-11,215.0,35.59,exact,36.22,exact,0.6299999999999955,32,25.3,0.6325000000000001,9.3,6.2,0.8,0.2,1.5,0.8,0.418,0.306,0.792,0.49,,,,,,,,14.703557312252965,9.802371541501977,1.2648221343873518,0.3162055335968379,2.3715415019762847,1.2648221343873518,35,35,22.0,770.0,0.55,8.3,4.4,1.2,0.2,0.9,1.1,0.5293367346938775,14.1,20.6,2.3,0.12,2.0,,12.44,64.93682310469313,Target-conference rotation,https://www.sports-reference.com/cbb/players/carlton-linguardjr-1.html,https://www.sports-reference.com/cbb/players/carlton-linguardjr-1.html,suffix_insensitive_name_team,"Carlton Linguard, Jr.",San Francisco,898.0,0.77,1.26,2.03,1322.0,1.16,0.74,1.9,111.1,93.9,17.2,130.0,2.03,0.77,1.26,1322.0
WCC,Jason Rivera-Torres,jason rivera torres,Vanderbilt,vanderbilt,SEC,D1,San Francisco,san-francisco,2024-25,2023-24,target_conference_common_box,G,6-7,180.0,42.64,exact,36.22,exact,-6.420000000000002,29,15.4,0.385,6.4,3.1,0.6,0.9,0.2,0.9,0.333,0.241,0.764,0.391,,,,,,,,16.623376623376622,8.051948051948052,1.5584415584415583,2.3376623376623376,0.5194805194805194,2.3376623376623376,33,0,7.8,257.4,0.195,2.4,2.3,0.4,0.3,0.3,0.5,0.437956204379562,13.8,20.5,0.6,0.1,0.3,,4.46,25.46028880866426,Limited target-conference role,https://www.sports-reference.com/cbb/players/jason-rivera-torres-1.html,https://www.sports-reference.com/cbb/players/jason-rivera-torres-1.html,missing,,,,,,,,,,,,,,,,,,
WCC,Aidan Braccia,aidan braccia,Belmont,belmont,MVC,D1,San Francisco,san-francisco,2025-26,2024-25,target_conference_common_box,G,6-2,165.0,34.04,exact,35.95,exact,1.9100000000000037,2,4.0,0.1,1.5,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.75,,,,,,,,15.0,0.0,5.0,0.0,0.0,0.0,16,0,5.8,92.8,0.145,0.8,0.6,0.3,0.3,0.0,0.1,0.3134796238244514,1.8,12.2,0.0,0.009,-11.4,,1.59,3.05956678700361,Limited target-conference role,https://www.sports-reference.com/cbb/players/aidan-braccia-1.html,https://www.sports-reference.com/cbb/players/aidan-braccia-1.html,missing,,,,,,,,,,,,,,,,,,
WCC,David Fuchs,david fuchs,Rhode Island,rhode-island,A-10,D1,San Francisco,san-francisco,2025-26,2024-25,target_conference_common_box,F,6-9,225.0,34.66,exact,35.95,exact,1.2900000000000065,29,20.7,0.5175,7.4,7.5,0.9,0.6,0.4,1.4,0.587,0.294,0.594,0.607,,,,,,,,14.299516908212562,14.492753623188406,1.7391304347826086,1.1594202898550725,0.7729468599033816,2.705314009661836,29,19,24.0,696.0,0.6,12.7,7.8,1.4,0.5,0.3,1.9,0.5894912736724842,22.6,27.6,2.7,0.156,3.5,,18.750000000000004,76.7870036101083,Target-conference starter/plus rotation,https://www.sports-reference.com/cbb/players/david-fuchs-1.html,https://www.sports-reference.com/cbb/players/david-fuchs-1.html,exact_name_team,David Fuchs,San Francisco,993.0,1.0,0.89,1.89,1141.0,2.23,0.67,2.9,105.7,105.3,0.3,10.0,1.89,1.0,0.89,1141.0
WCC,Guillermo Diaz Graham,guillermo diaz graham,Pittsburgh,pittsburgh,ACC,D1,San Francisco,san-francisco,2025-26,2024-25,target_conference_common_box,F,7-0,205.0,40.65,exact,35.95,exact,-4.699999999999996,32,23.2,0.58,6.2,5.0,1.5,0.5,0.7,0.9,0.423,0.316,0.676,0.534,,,,,,,,10.689655172413794,8.620689655172415,2.586206896551724,0.8620689655172414,1.206896551724138,1.5517241379310345,33,19,17.2,567.6,0.43,5.2,3.2,1.3,0.5,0.5,0.8,0.5716798592788039,14.3,16.2,1.7,0.12,2.4,,8.649999999999999,49.73826714801444,Target-conference rotation,https://www.sports-reference.com/cbb/players/guillermo-diaz-graham-1.html,https://www.sports-reference.com/cbb/players/guillermo-diaz-graham-1.html,exact_name_team,Guillermo Diaz Graham,San Francisco,351.0,2.13,2.14,4.27,917.0,1.73,1.0,2.73,110.7,102.4,8.3,56.0,4.27,2.13,2.14,917.0
WCC,Mookie Cook,mookie cook,Oregon,oregon,Big Ten,D1,San Francisco,san-francisco,2025-26,2024-25,target_conference_common_box,F,6-7,200.0,45.57,exact,35.95,exact,-9.619999999999996,24,4.3,0.1075,1.1,0.5,0.1,0.2,0.2,0.0,0.588,0.444,0.5,0.706,,,,,,,,10.232558139534884,4.651162790697675,0.9302325581395348,1.8604651162790695,1.8604651162790695,0.0,25,5,20.8,520.0,0.52,7.6,4.2,1.5,0.7,0.8,1.7,0.5614657210401891,14.6,21.1,1.2,0.094,2.2,,11.79,57.43682310469315,Target-conference rotation,https://www.sports-reference.com/cbb/players/mookie-cook-1.html,https://www.sports-reference.com/cbb/players/mookie-cook-1.html,exact_name_team,Mookie Cook,San Francisco,1104.0,1.27,0.32,1.59,846.0,0.68,1.29,1.97,111.2,109.6,1.6,-8.0,1.59,1.27,0.32,846.0
WCC,Vukasin Masic,vukasin masic,Portland,portland,WCC,D1,San Francisco,san-francisco,2025-26,2024-25,target_conference_common_box,G,6-5,195.0,36.22,exact,35.95,exact,-0.269999999999996,27,27.9,0.6975,10.5,3.2,3.3,0.6,0.0,1.4,0.417,0.362,0.787,0.518,,,,,,,,15.053763440860216,4.587813620071685,4.731182795698925,0.8602150537634409,0.0,2.0071684587813623,33,21,21.6,712.8000000000001,0.54,5.3,1.6,2.0,0.2,0.1,1.0,0.481118373275236,7.4,15.5,0.7,0.041,-2.7,,7.529999999999999,36.04693140794224,Limited target-conference role,https://www.sports-reference.com/cbb/players/vukasin-masic-1.html,https://www.sports-reference.com/cbb/players/vukasin-masic-1.html,exact_name_team,Vukasin Masic,San Francisco,2030.0,0.3,-0.83,-0.52,1147.0,-0.16,-1.26,-1.42,107.3,105.4,1.9,1.0,-0.52,0.3,-0.83,1147.0
WCC,Brandin Podziemski,brandin podziemski,Illinois,illinois,Big Ten,D1,Santa Clara,santa-clara,2022-23,2021-22,target_conference_common_box,G,6-5,200.0,43.51,exact,36.74,exact,-6.769999999999996,16,4.3,0.1075,1.4,0.9,0.3,0.1,0.0,0.3,0.421,0.231,0.75,0.5,,,,,,,,13.023255813953488,8.372093023255815,2.7906976744186047,0.9302325581395348,0.0,2.7906976744186047,32,32,36.0,1152.0,0.9,19.9,8.8,3.7,1.8,0.5,2.3,0.6074481074481074,26.4,25.6,6.2,0.215,10.6,,29.110000000000003,99.6841155234657,Target-conference impact starter,https://www.sports-reference.com/cbb/players/brandin-podziemski-1.html,https://www.sports-reference.com/cbb/players/brandin-podziemski-1.html,exact_name_team,Brandin Podziemski,Santa Clara,51.0,4.69,2.09,6.78,1994.0,5.64,2.46,8.11,109.6,95.3,14.3,149.0,6.78,4.69,2.09,1994.0
WCC,Carlos Marshall,carlos marshall,Tennessee State,tennessee-state,OVC,D1,Santa Clara,santa-clara,2022-23,2021-22,target_conference_common_box,G,6-6,210.0,27.37,exact,36.74,exact,9.37,30,26.9,0.6725,12.8,3.4,1.4,1.0,0.3,2.4,0.432,0.406,0.831,0.523,,,,,,,,19.033457249070633,5.055762081784387,2.0817843866171004,1.4869888475836432,0.446096654275093,3.568773234200744,3,0,19.3,57.900000000000006,0.4825,10.0,3.0,1.3,0.0,0.3,2.3,0.6956037840845853,18.0,24.3,0.2,0.116,1.8,,12.07,47.60830324909747,Target-conference rotation,https://www.sports-reference.com/cbb/players/carlos-marshalljr-1.html,https://www.sports-reference.com/cbb/players/carlos-marshalljr-1.html,missing,,,,,,,,,,,,,,,,,,
WCC,Adama Bal,adama bal,Arizona,arizona,Pac-12,D1,Santa Clara,santa-clara,2023-24,2022-23,target_conference_common_box,G,6-6,190.0,40.74,exact,34.66,exact,-6.080000000000005,26,8.2,0.205,2.5,1.0,0.5,0.3,0.0,0.5,0.392,0.353,0.706,0.51,,,,,,,,12.195121951219512,4.878048780487806,2.439024390243903,1.4634146341463417,0.0,2.439024390243903,30,30,31.2,936.0,0.78,14.4,3.2,3.1,0.9,0.2,2.3,0.5758157389635317,16.0,23.5,3.1,0.132,1.3,,18.430000000000003,83.84476534296029,Target-conference impact starter,https://www.sports-reference.com/cbb/players/adama-bal-1.html,https://www.sports-reference.com/cbb/players/adama-bal-1.html,exact_name_team,Adama Bal,Santa Clara,574.0,2.46,0.59,3.05,1612.0,2.55,0.1,2.66,112.3,96.8,15.5,141.0,3.05,2.46,0.59,1612.0
WCC,Francisco Caffaro,francisco caffaro,Virginia,virginia,ACC,D1,Santa Clara,santa-clara,2023-24,2022-23,target_conference_common_box,C,7-0,250.0,39.87,exact,34.66,exact,-5.210000000000001,20,8.2,0.205,2.0,1.8,0.2,0.1,0.1,0.5,0.75,0.0,0.556,0.75,,,,,,,,9.756097560975611,8.78048780487805,0.9756097560975612,0.4878048780487805,0.4878048780487805,2.439024390243903,31,6,15.7,486.7,0.3924999999999999,4.5,3.9,1.4,0.3,0.4,1.1,0.6768953068592058,17.6,14.0,1.8,0.148,3.3,,8.15,50.21660649819495,Target-conference rotation,https://www.sports-reference.com/cbb/players/francisco-caffaro-1.html,https://www.sports-reference.com/cbb/players/francisco-caffaro-1.html,exact_name_team,Francisco Caffaro,Santa Clara,816.0,0.72,1.54,2.26,812.0,2.32,0.06,2.38,106.7,93.2,13.5,18.0,2.26,0.72,1.54,812.0
WCC,Jalen Benjamin,jalen benjamin,Mount St. Mary's,mount-st-mary-s,MAAC,D1,Santa Clara,santa-clara,2023-24,2022-23,target_conference_common_box,G,5-10,140.0,27.53,exact,34.66,exact,7.1299999999999955,31,31.5,0.7875,16.0,2.8,3.8,0.6,0.1,2.8,0.418,0.368,0.791,0.478,,,,,,,,20.317460317460316,3.5555555555555554,4.825396825396825,0.7619047619047619,0.1269841269841269,3.5555555555555554,29,12,13.6,394.4,0.3399999999999999,4.9,1.2,1.9,0.2,0.0,1.3,0.4841897233201581,9.0,23.3,0.5,0.051,-4.1,,6.56,20.98375451263538,Limited target-conference role,https://www.sports-reference.com/cbb/players/jalen-benjamin-1.html,https://www.sports-reference.com/cbb/players/jalen-benjamin-1.html,exact_name_team,Jalen Benjamin,Santa Clara,2176.0,0.38,-1.25,-0.86,650.0,-0.7,-1.02,-1.72,108.2,104.2,4.1,-2.0,-0.86,0.38,-1.25,650.0
WCC,Johnny O'Neil,johnny o neil,American,american,Patriot,D1,Santa Clara,santa-clara,2023-24,2022-23,target_conference_common_box,F,6-9,200.0,25.82,exact,34.66,exact,8.839999999999996,30,32.0,0.8,11.3,6.6,1.4,0.9,1.7,1.8,0.447,0.392,0.614,0.557,,,,,,,,14.125,8.25,1.75,1.125,2.125,2.25,33,33,25.8,851.4,0.645,11.0,5.5,1.6,0.8,0.8,1.4,0.5390043120344963,17.0,22.2,2.9,0.135,4.2,,16.389999999999997,78.1317689530686,Target-conference starter/plus rotation,https://www.sports-reference.com/cbb/players/johnny-oneil-1.html,https://www.sports-reference.com/cbb/players/johnny-oneil-1.html,exact_name_team,Johnny O'Neil,Santa Clara,690.0,1.08,1.56,2.64,1477.0,2.11,1.53,3.64,108.0,98.9,9.0,33.0,2.64,1.08,1.56,1477.0
WCC,Tyeree Bryan,tyeree bryan,Charleston Southern,charleston-southern,Big South,D1,Santa Clara,santa-clara,2023-24,2022-23,target_conference_common_box,G,6-6,202.0,27.12,exact,34.66,exact,7.539999999999996,29,31.4,0.7849999999999999,10.5,5.5,1.8,0.6,0.4,1.1,0.452,0.421,0.757,0.529,,,,,,,,13.37579617834395,7.006369426751593,2.2929936305732483,0.7643312101910829,0.5095541401273885,1.4012738853503186,32,6,25.4,812.8,0.635,8.2,3.8,0.6,0.3,0.3,0.6,0.5305383022774327,12.0,16.0,2.1,0.105,0.7,,11.4,62.95126353790614,Target-conference rotation,https://www.sports-reference.com/cbb/players/tyeree-bryan-1.html,https://www.sports-reference.com/cbb/players/tyeree-bryan-1.html,exact_name_team,Tyeree Bryan,Santa Clara,1130.0,2.07,-0.67,1.4,1352.0,0.82,-0.72,0.09,113.1,100.2,12.9,65.0,1.4,2.07,-0.67,1352.0
WCC,Carlos Stewart,carlos stewart,Louisiana State,louisiana-state,SEC,D1,Santa Clara,santa-clara,2024-25,2023-24,target_conference_common_box,G,6-1,185.0,42.64,exact,36.22,exact,-6.420000000000002,13,19.5,0.4875,4.7,2.2,1.0,0.8,0.1,0.5,0.328,0.278,0.7,0.403,,,,,,,,9.64102564102564,4.512820512820513,2.051282051282051,1.641025641025641,0.2051282051282051,1.0256410256410255,34,33,28.3,962.2,0.7075,12.3,2.5,2.9,1.3,0.1,1.6,0.608910891089109,17.0,20.5,3.6,0.15,5.1,,16.26,84.02527075812274,Target-conference impact starter,https://www.sports-reference.com/cbb/players/carlos-stewart-1.html,https://www.sports-reference.com/cbb/players/carlos-stewart-1.html,exact_name_team,Carlos Stewart,Santa Clara,515.0,3.22,0.11,3.34,1687.0,3.51,0.53,4.04,118.9,100.5,18.4,188.0,3.34,3.22,0.11,1687.0
WCC,Aleksandar Gavalyugov,aleksandar gavalyugov,Villanova,villanova,Big East,D1,Santa Clara,santa-clara,2025-26,2024-25,target_conference_common_box,G,6-0,175.0,43.33,exact,35.95,exact,-7.3799999999999955,4,4.8,0.12,2.0,0.0,0.3,0.5,0.0,0.3,0.5,0.667,0.0,0.667,,,,,,,,16.666666666666668,0.0,2.5,4.166666666666667,0.0,2.5,35,2,20.1,703.5,0.5025000000000001,9.0,1.9,2.7,0.5,0.0,1.4,0.5289139633286319,14.0,23.8,1.9,0.11,3.1,,11.87,61.010830324909755,Target-conference rotation,https://www.sports-reference.com/cbb/players/aleksandar-gavalyugov-1.html,https://www.sports-reference.com/cbb/players/aleksandar-gavalyugov-1.html,missing,,,,,,,,,,,,,,,,,,
WCC,Juan Reyna,juan reyna,Jackson State,jackson-state,SWAC,D1,Santa Clara,santa-clara,2025-26,2024-25,target_conference_common_box,G,6-2,182.0,20.49,exact,35.95,exact,15.460000000000004,27,15.1,0.3775,4.1,1.9,0.9,0.4,0.0,0.6,0.233,0.244,0.875,0.318,,,,,,,,10.86092715231788,5.033112582781457,2.384105960264901,1.0596026490066226,0.0,1.589403973509934,1,0,2.0,2.0,0.05,0.0,2.0,0.0,0.0,0.0,1.0,0.0,-12.4,24.0,0.0,-0.322,0.0,,0.8999999999999999,15.297833935018051,Limited target-conference role,https://www.sports-reference.com/cbb/players/juan-reyna-1.html,https://www.sports-reference.com/cbb/players/juan-reyna-1.html,missing,,,,,,,,,,,,,,,,,,
